farm_id,county,district,species,production,capacity,x,y,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23,Day24,Day25,Day26,Day27,Day28,Day29,Day30
5111,Allegheny,Harris,chicken,broiler_1,6846,478406.8928,4664941.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,Luzerne,Merchantville,duck,conventional,14386,487783.9453,4478806.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,Luzerne,Curtin,duck,conventional,17629,478407.8051,4460100.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114,Blair,Haddon Heights,duck,organic,781,385083.4529,4644325.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115,Schuylkill,Wanaque,duck,conventional,16272,344809.3418,4570133.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5116,Luzerne,Merchantville,duck,organic,893,488586.143,4472773.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5117,Indiana,Stockton,chicken,broiler_2,1386,484344.306,4693236.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118,Cumberland,Ridgefield,chicken,broiler_1,4979,364682.5484,4538825.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,Venango,Red Bank,chicken,broiler_2,1810,333554.9278,4616738.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5120,Lancaster,Brunswick,chicken,broiler_2,1174,425405.5171,4712706.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5121,Luzerne,Pemberton,chicken,broiler_1,5667,471557.5545,4471507.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5122,Lancaster,Westville,chicken,broiler_1,5393,446994.7029,4727423.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5123,Luzerne,Prospect Park,duck,organic,1305,462388.5731,4460795.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5124,Venango,Maurice River,duck,conventional,14275,340938.4033,4609581.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125,Fulton,Sparta,duck,organic,416,408362.0069,4621803.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126,Indiana,Beachwood,duck,conventional,14346,487411.5972,4704027.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127,Mifflin,Sussex,chicken,broiler_1,4481,428990.9723,4492651.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5128,Cumberland,Magnolia,duck,conventional,17582,384631.2776,4559481.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5129,Venango,Northvale,duck,organic,754,316247.7716,4595102.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,Blair,Audubon,duck,conventional,15853,375958.4513,4667098.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,Indiana,Corbin City,duck,conventional,17430,476271.5322,4706660.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5132,Lycoming,Swedesboro,duck,conventional,15616,383107.647,4609016.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5133,Luzerne,Franklin,duck,organic,1070,457720.7009,4476524.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5134,Lycoming,Califon,chicken,broiler_2,795,412801.5994,4585907.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5135,Allegheny,Mountainside,chicken,broiler_2,742,478789.1552,4674006.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5136,Blair,Butler,chicken,broiler_2,1390,388226.7627,4629992.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5137,Indiana,Robbinsville,duck,conventional,16045,486431.2494,4714310.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5138,Berks,Barnegat Light,duck,conventional,15545,468604.8777,4567843.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5139,Susquehanna,Beach Haven,chicken,broiler_2,642,454283.6955,4623418.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5140,Blair,Audubon,chicken,broiler_1,4047,375225.9934,4668863.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5141,Luzerne,River,duck,organic,947,500631.9153,4462243.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5142,Blair,Ventnor City,chicken,broiler_2,2224,389664.3701,4617845.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,Berks,Barnegat Light,chicken,broiler_1,4098,460038.9509,4561973.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5144,Blair,Pottsgrove,duck,conventional,15070,375929.0081,4614080.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5145,Susquehanna,Amwell,duck,conventional,17026,460253.3882,4638785.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5146,Blair,Loch Arbour Village,duck,conventional,15258,395169.5004,4619347.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5147,Cumberland,New Providence,chicken,broiler_2,1780,392207.4631,4552716.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5148,Susquehanna,Fair Lawn,duck,conventional,13991,434712.7049,4598955.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5149,Cumberland,Interlaken,duck,organic,1235,390977.5478,4577049.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5150,Indiana,Buena Vista,chicken,broiler_2,2014,476701.1531,4698961.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5151,Allegheny,Orange,duck,organic,1175,468702.8007,4656806.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5152,Lycoming,Ramsey,duck,conventional,15801,428009.4417,4591548.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5153,Lycoming,Haddonfield,duck,organic,313,411067.5368,4601495.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5154,Indiana,Neptune City,chicken,broiler_2,859,449923.6322,4719076.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5155,Indiana,Allentown,chicken,broiler_2,2243,500262.8103,4707690.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5156,Luzerne,Haworth,chicken,broiler_2,2552,470457.911,4481274.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5157,Mercer,Mount Arlington,duck,conventional,13595,353715.2581,4615591.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5158,Lycoming,Haddonfield,chicken,broiler_2,1904,417888.4263,4607808.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5159,Lancaster,Riegelsville,duck,conventional,14071,402955.2503,4701751.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5160,Lycoming,Island Heights,duck,organic,958,420881.9259,4591029.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,Schuylkill,Frenchtown,chicken,broiler_2,935,321654.9397,4568112.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5162,Lancaster,Florence,chicken,broiler_2,759,395808.7212,4712671.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163,Mercer,Mannington,chicken,broiler_1,6516,370788.7252,4598800.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5164,Susquehanna,Commercial,chicken,broiler_1,4793,425385.2575,4612969.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5165,Berks,Port Matilda,chicken,broiler_2,1536,480721.2007,4545722.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5166,Lancaster,Lavallette,duck,conventional,15230,409563.3404,4699120.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5167,Indiana,Wharton,chicken,broiler_2,1155,467134.5828,4687821.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5168,Cumberland,Lawnside,chicken,layer,17374,394714.5774,4564301.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5169,Susquehanna,Kingwood,duck,conventional,13604,443245.7029,4572541.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,Susquehanna,Montague,chicken,broiler_2,1884,458665.9333,4606700.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5171,Berks,Rutherford,duck,conventional,14283,460400.4182,4547928.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,Blair,Ho-Ho-Kus,duck,conventional,15159,383391.9096,4633244.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5173,Allegheny,Harris,chicken,broiler_2,1070,478009.076,4660687.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5174,Indiana,Collingswood,chicken,broiler_2,1401,475465.3864,4713970.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5175,Susquehanna,Cape May Point,chicken,broiler_1,4525,458906.7848,4627003.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5176,Cumberland,Bridgeton,duck,organic,698,396759.7154,4568336.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5177,Blair,Woodbury,chicken,broiler_2,1434,366477.6185,4647908.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5178,Mifflin,Chesterfield,chicken,broiler_1,6294,404290.1008,4494575.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5179,Luzerne,Pine Hill,duck,conventional,15654,483706.1844,4485180.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5180,Cumberland,Highlands,chicken,broiler_2,1214,372387.1834,4534658.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5181,Mercer,Atlantic City,duck,conventional,17522,355838.3351,4626284.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5182,Luzerne,Roselle Park,chicken,broiler_1,6312,479564.119,4473174.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5183,Allegheny,Marlborough,chicken,broiler_2,2198,473523.9111,4655467.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5184,Indiana,Old Tappan,chicken,broiler_2,2256,473973.8415,4699947.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5185,Lycoming,Berkeley Heights,duck,conventional,14927,428675.7502,4583693.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5186,Venango,Plainsboro,duck,conventional,14781,309059.1423,4577024.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5187,Schuylkill,Glassboro,duck,conventional,15973,317256.5622,4555675.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5188,Lancaster,High Bridge,duck,conventional,15719,406135.1399,4720217.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5189,Schuylkill,Audubon Park,duck,conventional,13152,333761.8257,4566858.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5190,Cumberland,Pequannock,duck,conventional,15610,375490.26,4533955.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5191,Luzerne,Medford,chicken,broiler_2,1571,486439.6134,4480986.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5192,Allegheny,Union,chicken,broiler_1,8624,459117.2568,4642504.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5193,Schuylkill,Salem,chicken,broiler_2,1216,324017.326,4544274.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5194,Susquehanna,Lumberton,duck,conventional,16567,435652.4229,4592570.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5195,Luzerne,Hardyston,duck,conventional,14196,483531.9974,4513792.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5196,Indiana,Lawrence,chicken,broiler_2,2555,466082.3642,4728321.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5197,Schuylkill,State College,chicken,broiler_1,4637,337302.2747,4565205.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5198,Fulton,Sparta,duck,conventional,14197,409408.0869,4618274.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5199,Allegheny,Mountainside,duck,conventional,13291,480667.9853,4674518.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,Susquehanna,Keansburg,duck,conventional,16720,454983.4461,4603101.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5201,Mercer,Garfield,chicken,broiler_1,4489,356391.804,4588149.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5202,Mifflin,River Vale,chicken,broiler_2,2296,412361.7787,4484959.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5203,Susquehanna,Beach Haven,chicken,broiler_1,5506,451054.2958,4620688.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5204,Susquehanna,Englewood,duck,conventional,15589,460510.3244,4630996.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5205,Cumberland,Highlands,chicken,broiler_2,1299,372059.6525,4527239.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5206,Lancaster,Rocky Hill,duck,organic,1205,415309.6634,4705585.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5207,Berks,Barnegat Light,chicken,broiler_1,6484,470899.4064,4564119.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5208,Schuylkill,State College,duck,conventional,13551,339865.4665,4570204.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5209,Schuylkill,Cape May,chicken,broiler_2,1227,350475.9148,4552948.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,Mercer,Dunellen,chicken,broiler_1,4223,368789.669,4574498.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5211,Lycoming,Hoboken,duck,conventional,14686,391747.9818,4585132.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5212,Mercer,Lopatcong,duck,conventional,15484,358401.2042,4601829.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5213,Allegheny,Orange,duck,conventional,15088,468127.4691,4658893.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5214,Blair,Loch Arbour Village,duck,organic,827,400687.127,4619228.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5215,Lycoming,Berkeley Heights,chicken,broiler_2,2005,425536.9776,4586532.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5216,Schuylkill,Brick,chicken,broiler_2,1464,343200.8326,4535032.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5217,Blair,Jefferson,chicken,broiler_2,1444,395141.0881,4678067.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5218,Allegheny,Lacey,chicken,broiler_2,2038,471103.9078,4672818.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5219,Venango,Plainsboro,duck,conventional,15850,307263.3306,4580478.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5220,Berks,Irvington,chicken,layer,17992,464895.3237,4527605.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5221,Schuylkill,Independence,chicken,broiler_2,1420,346709.5787,4553147.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5222,Susquehanna,Moorestown,chicken,broiler_1,4849,450249.8517,4583721.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5223,Luzerne,Pine Hill,duck,organic,440,486963.5072,4487318.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5224,Luzerne,Gwynedd,duck,conventional,14647,453149.3623,4496047.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5225,Lancaster,Shiloh,chicken,broiler_2,1194,433393.0862,4725731.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5226,Susquehanna,Beach Haven,chicken,broiler_2,664,450869.193,4623816.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5227,Venango,Northvale,duck,organic,1065,315979.0214,4594226.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5228,Lycoming,Haddonfield,chicken,layer,16716,413542.6514,4605391.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5229,Indiana,Wales,duck,organic,1105,480927.8956,4728484.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
5230,Susquehanna,Beach Haven,chicken,broiler_1,6679,451553.5192,4622774.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5231,Berks,Warwick,chicken,layer,19305,467578.0154,4514775.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5232,Luzerne,Teaneck,chicken,broiler_1,5928,484478.0856,4492447.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5233,Mercer,Deerfield,duck,conventional,15466,365040.859,4607176.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5234,Luzerne,Morrisville,duck,conventional,13227,470361.1485,4509557.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5235,Berks,Middlesex,chicken,broiler_1,6617,480100.2055,4522423.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5236,Luzerne,Hardyston,chicken,broiler_2,1974,490409.1713,4508731.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5237,Venango,Laurel Springs,chicken,broiler_1,5590,328888.696,4600375.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5238,Indiana,Greenwich,duck,organic,1114,455087.5745,4712166.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5239,Mercer,Garfield,duck,organic,998,355194.528,4590392.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5240,Indiana,Sandyston,chicken,broiler_2,1589,472767.2383,4725577.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5241,Lancaster,Bay Head,duck,conventional,14850,431124.2187,4702996.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5242,Allegheny,Lacey,duck,organic,786,469512.6466,4668795.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5243,Susquehanna,Englewood,chicken,broiler_2,2562,460936.3942,4632732.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5244,Mercer,Harrington Park,chicken,broiler_1,4348,352408.1441,4599293.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5245,Lancaster,Florence,duck,organic,689,394273.4615,4708032.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5246,Luzerne,Fredon,chicken,broiler_2,904,471986.5345,4498017.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5247,Berks,Port Matilda,chicken,broiler_2,1250,480416.686,4545067.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5248,Venango,Long Beach,duck,conventional,15899,309652.474,4607922.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5249,Lancaster,Park Ridge,duck,conventional,12926,443718.4513,4699507.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5250,Luzerne,Tinton Falls,duck,organic,759,456696.9218,4476039.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5251,Mifflin,Caldwell,duck,conventional,16787,399244.7846,4506762.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5252,Berks,Irvington,chicken,broiler_2,1626,468866.0175,4530994.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
